name	dataset	ori_cap	audio_path	mel_path	caption	duration
-5FoeegAgvU	musiccap	This song is an instrumental piece with prominent brass, double bass, and string sections, as well as percussion, but no vocal component.	data/musiccap/-5FoeegAgvU.wav	data_melnone16000nfft1024/musiccap/-5FoeegAgvU_mel.npy	<instrumental music orchestra& all>@<brass section melody& all>@<strings harmonic accompaniment& all>@<double bass long note& end>@<percussive noise& end>	10.0
-5f6hjZf9Yw	musiccap	A slow, emotional folk song featuring a male voice, rubab, violin, and accordion with low audio quality.	data/musiccap/-5f6hjZf9Yw.wav	data_melnone16000nfft1024/musiccap/-5f6hjZf9Yw_mel.npy	<male voice singing& all>@<accordion playing& all>@<violin droning melody& all>	10.0
-5xOcMJpTUk	musiccap	This energetic and passionate song features a male guitarist showcasing his guitar technique with twang sounds, guitar string tones, and fretboard sounds, in a demo home music video with mediocre audio quality and ambient room noises, serving as a tutorial for online guitar lessons.	data/musiccap/-5xOcMJpTUk.wav	data_melnone16000nfft1024/musiccap/-5xOcMJpTUk_mel.npy	<male guitar playing& all>@<male speech about technique& all>@<guitar string twangs& all>@<mediocre audio quality& all>	10.0
-6HBGg1cAI0	musiccap	A traditional Middle Eastern folk song with a moderate tempo and male vocals accompanied by the rich sounds of darbuka and oud instruments.	data/musiccap/-6HBGg1cAI0.wav	data_melnone16000nfft1024/musiccap/-6HBGg1cAI0_mel.npy	<male singing& all>@<oud playing melody& all>@<percussion instruments playing& all>@<tambourine on every count& all>@<darbuka simple beat& all>@<market ambiance& all>	10.0
-6QGvxvaTkI	musiccap	A noisy and passionate traditional live performance with low quality echoing male vocal, acoustic and plucked strings melody, wooden percussions and crowd chattering.	data/musiccap/-6QGvxvaTkI.wav	data_melnone16000nfft1024/musiccap/-6QGvxvaTkI_mel.npy	<low quality recording noise& all>@<male vocal singing& all>@<acoustic strings melody& all>@<plucked strings melody& all>@<wooden percussion& all>@<crowd chattering noise& all>@<noisy recording& all>@<passionate singing emotions& all>	10.0
-6pcgdLfb_A	musiccap	A groovy and sensual urban R&B/soul song with melodic singing by a male vocalist, a strings sample, strong bass, and electronic drums.	data/musiccap/-6pcgdLfb_A.wav	data_melnone16000nfft1024/musiccap/-6pcgdLfb_A_mel.npy	<R&B/soul music& all>@<male vocalist singing& all>@<string melody& all>@<strong bass sound& all>@<groovy electronic drum beat& all>	10.0
-7B9tPuIP-w	musiccap	This energetic classic rock hit features a male vocalist delivering a monologue narration over groovy bass lines, enthusiastic drumming, electric guitar, cymbal ride and bluesy background music, accentuated by animated vocalisation and muffled effects.	data/musiccap/-7B9tPuIP-w.wav	data_melnone16000nfft1024/musiccap/-7B9tPuIP-w_mel.npy	<male voice narration& all>@<background song& all>@<fast tempo drumming& mid>@<groovy bass lines& mid>@<cymbal ride& mid>@<keyboard accompaniment& mid>@<electric guitar& mid>@<animated vocals& mid>@<sound of classic Rock and Roll& mid>@<softly playing song when narration& start-end>@<louder song when narration stops& end>	10.0
-7wUQP6G5EQ	musiccap	A vintage, emotional song with mellow harmonized flute melody and soft wooden percussions that features renaissance music, yet low quality and noisy.	data/musiccap/-7wUQP6G5EQ.wav	data_melnone16000nfft1024/musiccap/-7wUQP6G5EQ_mel.npy	<low quality recording noise& all>@<renaissance music& all>@<wooden percussion& all>@<flute melody& all>@<vintage sound quality& all>	10.0
-88me9bBzrk	musiccap	This Hindi song, accompanied by the rhythmic beats of tablas, the soothing sound of shrutibox, and the melodious bansuri flute, has a medium tempo.	data/musiccap/-88me9bBzrk.wav	data_melnone16000nfft1024/musiccap/-88me9bBzrk_mel.npy	<fast melody on low bansuri flute& all>@<tabla playing& all>@<shrutibox sound& all>@<live performance ambience& all>	10.0
-8C-gydUbR8	musiccap	A retro Christian song with poor and distorted sound quality, featuring a meditative and inspiring medium tempo black gospel music with a children choir, steady drumming rhythm, groovy bass line, and keyboard harmony.	data/musiccap/-8C-gydUbR8.wav	data_melnone16000nfft1024/musiccap/-8C-gydUbR8_mel.npy	<children's choir singing& all>@<steady bass line& all>@<drumming rhythm& all>@<clapping percussion& all>@<congregation noises& all>@<poor audio quality& all>	10.0
-8cgbhIR_pw	musiccap	A passionate and emotional cover ballad with a raw, messy and noisy atmosphere featuring a muddy male vocal, arpeggiated acoustic guitar melody and low quality production.	data/musiccap/-8cgbhIR_pw.wav	data_melnone16000nfft1024/musiccap/-8cgbhIR_pw_mel.npy	<low quality recording noise& all>@<muddy male vocal singing& all>@<arpeggiated acoustic guitar melody& all>@<frequencies clashing& all>@<emotional raw singing& all>	10.0
-BHPu-dPmWQ	musiccap	A melancholic yet easygoing alternative/indie song with intimate and wide mixed vocals, a synth lead melody, punchy kick, noisy snare, claps, groovy bass guitar, tinny wide hi hats, a short snare roll, and an electric guitar melody.	data/musiccap/-BHPu-dPmWQ.wav	data_melnone16000nfft1024/musiccap/-BHPu-dPmWQ_mel.npy	<intimate mixed vocals singing& all>@<noisy snare& all>@<punchy kick& all>@<wide tinny hi hats& all>@<electric guitar melody& all>@<synth lead melody& all>@<groovy bass guitar& all>@<short snare roll& end>@<claps& end>	10.0
-BIMKnb3tlo	musiccap	An upbeat Hindustani classical music piece featuring harmonium, bansuri, tabla and electronic drums, evoking a sense of joy and celebration.	data/musiccap/-BIMKnb3tlo.wav	data_melnone16000nfft1024/musiccap/-BIMKnb3tlo_mel.npy	<harmonium playing main tune& all>@<bansuri supporting melody& intermittent>@<tabla percussion& all>@<electronic drums& all>@<joyful atmosphere& all>	10.0
-Bu7YaslRW0	musiccap	A rich and cinematic track that evokes an atmospheric calm using an array of sounds including soothing flute melodies, lush strings, brass accents, gentle cymbals, and a droning synth pad all set to a slow tempo.	data/musiccap/-Bu7YaslRW0.wav	data_melnone16000nfft1024/musiccap/-Bu7YaslRW0_mel.npy	<synth pad drone sound& all>@<cymbals creating atmosphere& all>@<flute/string/brass melody& all>@<reverb effects& all>@<forest ambient sounds& all>	10.0
-ByoSbgzr4M	musiccap	A fast-paced, intense rock song with amplified electric guitar and stringed instruments showcasing skilled and dexterous musicianship, featuring sonic power and vibrato, recorded at home.	data/musiccap/-ByoSbgzr4M.wav	data_melnone16000nfft1024/musiccap/-ByoSbgzr4M_mel.npy	<fast tempo electronic guitar playing& all>@<vigorous electric guitar lead& all>@<rapid intense guitar music& all>	10.0
-CUp_Tmg2Y0	musiccap	This song is a low quality, noisy, and mono track, with a drums solo featuring double pedal kick and punchy snare, along with shimmering cymbals, boomy toms, creating an energetic and manic feel.	data/musiccap/-CUp_Tmg2Y0.wav	data_melnone16000nfft1024/musiccap/-CUp_Tmg2Y0_mel.npy	<low quality noise& all>@<drum solo& all>@<double pedal kick& all>@<punchy snare& all>@<shimmering cymbals& all>@<boomy toms& all>@<mono sound recording& all>	10.0
-DeAdhYKbGE	musiccap	A bagpipe ensemble performs a quick melody with unison and drone accompaniment, featuring trills and ornamental flourishes.	data/musiccap/-DeAdhYKbGE.wav	data_melnone16000nfft1024/musiccap/-DeAdhYKbGE_mel.npy	<bagpipe ensemble playing& all>@<quick melody& all>@<trills& all>	10.0
-Dtir74TiUM	musiccap	An energetic and upbeat drum & bass electronic dance music with hollering samples, scratching, synth, electronic drums and an eerie twist.	data/musiccap/-Dtir74TiUM.wav	data_melnone16000nfft1024/musiccap/-Dtir74TiUM_mel.npy	<drum & bass music& all>@<hollering sample repeating& all>@<rapid turntable scratching& all>@<ominous synth tune& all>@<fast-tempo electronic drum beat& all>	10.0
-EVRXQpt1-8	musiccap	A melancholic oriental ballad with a slow tempo, dominated by guitar like instrumental with the accompaniment of bass, harp and male and female voice singing in a sad tone.	data/musiccap/-EVRXQpt1-8.wav	data_melnone16000nfft1024/musiccap/-EVRXQpt1-8_mel.npy	<guitar-like instrument playing in tremolo& all>@<harp melody& all>@<bass playing root note& all>@<male voice singing& all>@<female voice harmonizing& all>@<dance performance sounds& background>	10.0
-FEPOSP7ay0	musiccap	A cacophonous, unrefined track featuring booming church bells, screeching metal noises, and low-quality, mono sound.	data/musiccap/-FEPOSP7ay0.wav	data_melnone16000nfft1024/musiccap/-FEPOSP7ay0_mel.npy	<loud bells& all>@<metallic squeaking sounds& all>@<mono and noisy recording& all>	10.0
-FFx68qSAuY	musiccap	The punk rock and gothic rock fusion song features a hard-hitting, aggressive sound with male vocals characterized by grunt-like singing, electric and bass guitars, and occasional acoustic guitar.	data/musiccap/-FFx68qSAuY.wav	data_melnone16000nfft1024/musiccap/-FFx68qSAuY_mel.npy	<punk rock music& all>@<male vocals in grunt-like manner& all>@<electric guitar melody& all>@<bass guitar background& all>@<fast-paced rock acoustic drum beat& all>@<aggressive atmosphere sounds& all>	10.0
-FlvaZQOr2I	musiccap	This animated show soundtrack tells a mysterious and suspenseful story through medium tempo instrumental music with tense harmonies, drumming rolls, string sections, and horns playing to a crescendo, despite the poor audio quality and low bass thumps.	data/musiccap/-FlvaZQOr2I.wav	data_melnone16000nfft1024/musiccap/-FlvaZQOr2I_mel.npy	<horn and string section playing& all>@<drum section playing to a crescendo& all>@<low frequency thumping rhythm& end>@<poor audio quality& all>	10.0
-Gf4Ihv1zwc	musiccap	A Celtic Christmas carol, featuring a pleasant female vocal, soothingly melodic singing, along with strings, piano, harp, and dulcimer, creates a positive and calming festive ambiance.	data/musiccap/-Gf4Ihv1zwc.wav	data_melnone16000nfft1024/musiccap/-Gf4Ihv1zwc_mel.npy	<Christmas music& all>@<Celtic music instruments& all>@<female vocalist singing& all>@<strings instrument sound& all>@<piano sound& all>@<harp sound& all>@<dulcimer sound& all>@<background party noise& all>@<positive, calming aura sounds& all>	10.0
-IZbvEO9wzU	musiccap	The song had an irritating and bizarre quality characterized by a chipmunk vocal, jingle, transposed instruments, electronic drums, high pitch, and poor quality piano.	data/musiccap/-IZbvEO9wzU.wav	data_melnone16000nfft1024/musiccap/-IZbvEO9wzU_mel.npy	<chipmunk vocal effect& all>@<piano melody& all>@<high pitch electronic drum beat& all>@<bizarre atmosphere sound effects& all>	10.0
-JVWfFPBl84	musiccap	A low quality instrumental meditation music featuring only tibetan singing bowl and animal sounds.	data/musiccap/-JVWfFPBl84.wav	data_melnone16000nfft1024/musiccap/-JVWfFPBl84_mel.npy	<Tibetan singing bowl sound at a particular frequency& all>@<continuous ringing sound& all>@<animal sounds& end>	10.0
-JvB5AL59fM	musiccap	The song is an uptempo rock track featuring e-guitars, e-bass, acoustic drums, keys, and a female lead vocalist with male backing vocals.	data/musiccap/-JvB5AL59fM.wav	data_melnone16000nfft1024/musiccap/-JvB5AL59fM_mel.npy	<acoustic drum playing& all>@<drum fills on toms and snare& all>@<distorted e-bass and e-guitar playing& all>@<piano sound& all>@<female singing& all>@<male backing voices& all>@<room ambience& all>	10.0
-M-6VinyMiY	musiccap	The song has a low quality production with a groovy bass guitar, sustained and arpeggiated electric guitar melody, snappy rimshot, soft kick, shimmering hi hats, and a flat male vocal that delivers an easygoing yet emotional vibe.	data/musiccap/-M-6VinyMiY.wav	data_melnone16000nfft1024/musiccap/-M-6VinyMiY_mel.npy	<low quality recording noise& all>@<male vocal singing& start>@<electric guitar melodies& start>@<snappy rimshots& mid>@<soft kick& mid>@<shimmering hi hats& mid>@<groovy bass guitar& mid>@<emotional and easygoing mood sounds& all>	10.0
-M6K3QoHh40	musiccap	A low-quality, noisy R&B song with a boomy, groovy bass, passionate male vocal, claps, shimmering hi hats, and a 4 on the floor kick, that emanates a speaker-reverberant sound with a passionate feel.	data/musiccap/-M6K3QoHh40.wav	data_melnone16000nfft1024/musiccap/-M6K3QoHh40_mel.npy	<low quality recording static& all>@<R&B song with male vocals& start>@<shimmering hi hats& mid>@<claps& mid>@<groovy bass& mid>@<4 on the floor kick pattern& mid>@<reverberant and boomy sound& all>@<passionate dancing music& all>	10.0
-NmjCyqIavI	musiccap	A comedic amateur recording that features a beatboxing female voice with humorous lyrics.	data/musiccap/-NmjCyqIavI.wav	data_melnone16000nfft1024/musiccap/-NmjCyqIavI_mel.npy	<female voice beatboxing& all>@<laughter& all>@<background chatter& all>	10.0
-O9mnfC61Ac	musiccap	A sentimental country song featuring gentle fiddle and acoustic guitar alongside electric guitar, with a slow tempo and easygoing melody that evokes a sense of longing.	data/musiccap/-O9mnfC61Ac.wav	data_melnone16000nfft1024/musiccap/-O9mnfC61Ac_mel.npy	<country music& all>@<fiddle playing main melody& all>@<acoustic guitar playing gently& all>@<electric guitar playing gently& all>@<slow tempo song& all>@<sentimental atmosphere& all>	9.9935
-OAyRsvFGgc	musiccap	The low-quality, noisy cover song featuring a passionate electric guitar solo melody and punchy snare, kick, and smooth bass, along with soft cymbals and muffled vocals, is reminiscent of rock music.	data/musiccap/-OAyRsvFGgc.wav	data_melnone16000nfft1024/musiccap/-OAyRsvFGgc_mel.npy	<electric guitar solo& all>@<playback instrumental& all>@<punchy kick& all>@<snare hits& all>@<soft cymbals& all>@<smooth bass& all>@<muffled recording noise& all>@<phone recording quality& all>	10.0
-OUIEnuNd1I	musiccap	A classical baroque canon played on a single instrument, the harp, that is both catchy and iconic, creates a calming and hopeful ambiance with a positive vibe, making it ideal for wedding music.	data/musiccap/-OUIEnuNd1I.wav	data_melnone16000nfft1024/musiccap/-OUIEnuNd1I_mel.npy	<classical baroque music& all>@<harp playing& all>@<catchy tune& all>@<positive aura& all>@<wedding music& all>@<soundtrack documentary music& all>@<restaurant background music& all>@<museum background music& all>	10.0
-Q9MTRXS4bE	musiccap	The upbeat instrumental song features punchy digital drums, lively piano harmony, and funky bass line, accompanied by perky synthesised violins and various background sounds superimposed by music, creating a happy and lively atmosphere with a fast tempo and a sound of beeping.	data/musiccap/-Q9MTRXS4bE.wav	data_melnone16000nfft1024/musiccap/-Q9MTRXS4bE_mel.npy	<spirited instrumental music& all>@<animated piano harmony& all>@<synthesiser arrangements& all>@<synthesised violins& all>@<rhythmic digital drums& all>@<funky bass lines& all>@<electronic sounds& all>@<tapping sounds& all>@<rhythmic beeping& all>	10.0
-QuWdnmn-kM	musiccap	This dreamy and sleepy kids' music features sustained piano synth, bright xylophone, nostalgic cello, and a mellow melody accompanied by a bass guitar in a slow tempo lullaby.	data/musiccap/-QuWdnmn-kM.wav	data_melnone16000nfft1024/musiccap/-QuWdnmn-kM_mel.npy	<xylophone melody& all>@<piano synth& all>@<cello single chords& all>@<baby sleeping& end>	10.0
-R0267o4lLk	musiccap	The song combines Latin percussion with complex rhythms and a medium to uptempo beat.	data/musiccap/-R0267o4lLk.wav	data_melnone16000nfft1024/musiccap/-R0267o4lLk_mel.npy	<congas steady beat& all>@<varied percussive solo& all>@<live audience sounds& maybe>	10.0
-RYtUAsNhF0	musiccap	This song is a gentle and mellow instrumental piece featuring a simple arrangement of piano, strings and acoustic guitar, that emanates an optimistic vibe despite its poor recording quality and the absence of a singer.	data/musiccap/-RYtUAsNhF0.wav	data_melnone16000nfft1024/musiccap/-RYtUAsNhF0_mel.npy	<poor quality instrumental piece& all>@<optimistic strings tune& all>@<piano playing& all>@<acoustic guitar playing& all>@<mellow gentle ambiance& all>@<samples for beat-making& all>	10.0
-SD43H5B5hE	musiccap	The song features diverse sound effects and has a cinematic quality, but its amateur recording quality is noticeable.	data/musiccap/-SD43H5B5hE.wav	data_melnone16000nfft1024/musiccap/-SD43H5B5hE_mel.npy	<low heartbeat sound rising in tempo& start>@<splash-like metallic sound with reverb& mid>@<poor quality audio& all>	10.0
-SWaCArvQug	musiccap	The song features ambient room noise and various non-musical sounds alongside a male singer's passionate vocals set to a medium tempo instrumental with beep tones, wind noise, doorsteps, drawer closing and unimpressive sounds, as if recorded for a home improvement or personal video.	data/musiccap/-SWaCArvQug.wav	data_melnone16000nfft1024/musiccap/-SWaCArvQug_mel.npy	<ambient sound& all>@<mild background music& start>@<male singer singing& mid>@<subtle background music& mid>@<poor audio quality& all>@<drawer sliding& end>@<general noise& all>	9.9521875
-U16iKiXGuY	musiccap	This song is a live, emotionally charged R&B ballad featuring a low-quality recording, mellow piano melody, and occasional background noise such as lip smacks.	data/musiccap/-U16iKiXGuY.wav	data_melnone16000nfft1024/musiccap/-U16iKiXGuY_mel.npy	<low quality recording noise& all>@<live performance R&B song& all>@<mellow piano melody& all>@<emotional female vocal singing& all>@<background noises& all>@<lip smack noise& all>	10.0
-Umconw-CRE	musiccap	This low-quality, noisy, and muffled cover instrumental with an electric guitar solo melody evokes passion and emotion in the listener with its rock sound.	data/musiccap/-Umconw-CRE.wav	data_melnone16000nfft1024/musiccap/-Umconw-CRE_mel.npy	<rock instrumental playback& all>@<electric guitar solo melody& all>@<muffled and noisy sound quality& all>@<low quality microphone distortion& all>	10.0
-UuEBhule84	musiccap	The song was a noisy, low quality, mono recording featuring a flat male vocal and passionate, acoustic rhythm guitar, fitting into the country genre.	data/musiccap/-UuEBhule84.wav	data_melnone16000nfft1024/musiccap/-UuEBhule84_mel.npy	<flat male vocal singing& start>@<acoustic rhythm guitar chords& start>@<vocal talking& mid>@<background noise& all>@<mono recording sounds& all>	10.0
-VI2IRq17rs	musiccap	The live recorded song features a male voice speaking faintly over the resonance of bells.	data/musiccap/-VI2IRq17rs.wav	data_melnone16000nfft1024/musiccap/-VI2IRq17rs_mel.npy	<large bell ringing& start>@<bell resonance& all>@<male speaking faintly& end>@<live recording ambiance& all>	10.0
-VclCul6FrI	musiccap	The song featured a low-quality, noisy and distorted mono sound with an organ keys melody and a muffled, jazzy feel.	data/musiccap/-VclCul6FrI.wav	data_melnone16000nfft1024/musiccap/-VclCul6FrI_mel.npy	<jazzy organ keys melody& all>@<mono recording noise& all>@<muffled sound& all>@<slightly distorted sound& all>	10.0
-Vo4CAMX26U	musiccap	The song features low-quality, harsh and loud windpipe vocals accompanied by nature atmosphere sound effects, including birds chirping and water flowing.	data/musiccap/-Vo4CAMX26U.wav	data_melnone16000nfft1024/musiccap/-Vo4CAMX26U_mel.npy	<low windpipe vocal sound& all>@<flowing water& all>@<birds chriping& all>@<harsh and loud tones& all>	10.0
-W5c6CeUMPE	musiccap	A melodic Swiss folk duet showcasing male and female vocals, accompanied by the melodeon and yodeling, creating a serene pastoral sound.	data/musiccap/-W5c6CeUMPE.wav	data_melnone16000nfft1024/musiccap/-W5c6CeUMPE_mel.npy	<male vocal yodeling& all>@<female vocal yodeling& all>@<melodeon playing& all>@<pastoral sounds& all>	10.0
-WvVG0wHcTc	musiccap	A passionate and emotional classical live performance with sustained violin melody and electric guitar, accompanied by shimmering hi-hats and a theremin solo, with subtle female vocals and crowd clapping, all captured in a low quality, noisy, and mono recording.	data/musiccap/-WvVG0wHcTc.wav	data_melnone16000nfft1024/musiccap/-WvVG0wHcTc_mel.npy	<sustained violin melody& all>@<shimmering hi hats& all>@<electric guitar melody& all>@<theremin solo melody& all>@<subtle female vocals& end>@<crowd clapping& background>@<noisy, mono recording& all>	10.0
-XN0NtrnfMY	musiccap	This song may have low quality, but its rock instrumental is defined by shimmering hi hats, punchy snare, groovy bass, acoustic rhythm guitar, and an electric guitar chord progression that creates an energetic and addictive vibe.	data/musiccap/-XN0NtrnfMY.wav	data_melnone16000nfft1024/musiccap/-XN0NtrnfMY_mel.npy	<rock song instrumental& all>@<shimmering hi hats& all>@<punchy snare& all>@<groovy bass guitar& all>@<acoustic rhythm guitar left channel& all>@<electric guitar chord right channel& all>	10.0
-XkbErI_7EU	musiccap	A slow jazz song, performed by a barbershop quartet with vocal harmony, trumpets, double bass, piano and male voices, delivering a romantic tune in a slow tempo.	data/musiccap/-XkbErI_7EU.wav	data_melnone16000nfft1024/musiccap/-XkbErI_7EU_mel.npy	<male voices singing in harmony& all>@<percussion beats& all>@<double bass notes& all>@<trumpets fill& all>@<piano arpeggiated chord& end>@<romantic mood music& all>	10.0
-YATTKBtmRA	musiccap	This fiercely energetic and aggressive hip-hop track combines crisp synths, melodic pads, powerful bass, piano samples, and thunderous electronic drums, resulting in a modern, electrifying sound.	data/musiccap/-YATTKBtmRA.wav	data_melnone16000nfft1024/musiccap/-YATTKBtmRA_mel.npy	<hip-hop music& all>@<crisp synth sound& all>@<strong bass sound& all>@<melodic pad with beat repeat effect using piano sample& all>@<loud electronic drum beat& all>@<soundtrack of sci-fi movie action scene& potential>	10.0
-YIT4HBM__g	musiccap	Despite its inferior audio quality and amateur recording, this angelic and harmonious song features a female soprano and alto singer accompanied by a chorus of ethereal vocal vibrations, high notes, melodic whirring sounds, and celestial tones without any instruments while incorporating the sound of chatter, rustling, and scuffling in the background.	data/musiccap/-YIT4HBM__g.wav	data_melnone16000nfft1024/musiccap/-YIT4HBM__g_mel.npy	<female vocal soprano singing& all>@<alto choral harmony& all>@<rustling sound& background>@<whirring sound& background>@<scuttling sound& background>@<people talking& background>	10.0
-ZHpNr_KRXU	musiccap	An amateur recording of a folky medium-to-uptempo song featuring percussion and accordion alongside a male voice in the higher register.	data/musiccap/-ZHpNr_KRXU.wav	data_melnone16000nfft1024/musiccap/-ZHpNr_KRXU_mel.npy	<percussive instrument playing& all>@<accordion melody& all>@<male singing at higher pitch& all>@<live music ambience& all>	10.0
-_6RxZyi30Q	musiccap	An energetic Latin dance song with a strong bass and loud electronic drums, featuring an amateur recorded female voice shouting and melodic singing with occasional male vocals, perfect for a Zumba workout.	data/musiccap/-_6RxZyi30Q.wav	data_melnone16000nfft1024/musiccap/-_6RxZyi30Q_mel.npy	<latin dance music& all>@<female instructor shouting directions& all>@<male vocalist singing& all>@<strong bass& all>@<loud electronic drum beat& all>@<poor recording quality& all>	10.0
-_OzT7Xyvok	musiccap	An amateur recording featuring two acoustic guitars with a technically challenging and flamenco-inspired nylon string guitar played in a somewhat sloppy manner.	data/musiccap/-_OzT7Xyvok.wav	data_melnone16000nfft1024/musiccap/-_OzT7Xyvok_mel.npy	<nylon string guitars playing flamenco style& all>@<technical guitar sounds& all>@<sloppy guitar notes& all>	10.0
-bgHkxwoliw	musiccap	This pop song features digital drums, e-guitar, and keyboard melodies accenting a male voice singing in a higher register against a backdrop of bass, creating an uptempo and positive atmosphere.	data/musiccap/-bgHkxwoliw.wav	data_melnone16000nfft1024/musiccap/-bgHkxwoliw_mel.npy	<digital drums four on the floor rhythm& all>@<bassline& all>@<keyboard sound playing short rhythmic chords& all>@<e-guitar simple melody& all>@<male voice singing in a higher key& all>@<ambient folkfest sounds& all>	10.0
-cLzki-B06o	musiccap	This song combines elements of traditional Kurdish folk music with modern electronic drums and percussion to create an upbeat and lively piece perfect for folk dance, or halay, with the baglama and zurna adding a distinctly arabesque flair.	data/musiccap/-cLzki-B06o.wav	data_melnone16000nfft1024/musiccap/-cLzki-B06o_mel.npy	<baglama playing melody& start>@<zurna playing melody& mid>@<electronic drum beat& all>@<percussive elements& all>@<lively atmosphere& all>@<folk dance music& all>	10.0
-cQ-jUTEgck	musiccap	This song is a groovy southern and blues rock performance with electric guitar and keyboard solos accompanied by the rhythm section of bass guitar and acoustic drums.	data/musiccap/-cQ-jUTEgck.wav	data_melnone16000nfft1024/musiccap/-cQ-jUTEgck_mel.npy	<crowd cheering& all>@<electric guitar blues solo& all>@<bass guitar& all>@<acoustic drums& all>@<groovy atmosphere& all>@<background rock bar noise& all>	10.0
-dVgUSrR8g4	musiccap	This song is a hyper-energetic, psychedelic blend of hard rock, goth rock, and heavy metal with amplified guitar, intense drumming, vigorous keyboard, and chattering scratching and screeching sounds.	data/musiccap/-dVgUSrR8g4.wav	data_melnone16000nfft1024/musiccap/-dVgUSrR8g4_mel.npy	<fast tempo& all>@<intense drumming& all>@<electric guitar riff& all>@<amplified guitar rhythms& all>@<energetic keyboard accompaniment& all>	10.0
