name	dataset	caption	audio_path	mel_path	duration
0229	WavText5K	Sound of a keyboard desktop.	/home/tiger/nfs/data/old_data/WavText5K/audios/0229.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0229_mel.npy	30.09453514739229
1354	WavText5K	A small mountain stream.	/home/tiger/nfs/data/old_data/WavText5K/audios/1354.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1354_mel.npy	104.87152083333334
0684	WavText5K	About 25 people. They discuss the medium level. No music or other sounds. Walla group. French.	/home/tiger/nfs/data/old_data/WavText5K/audios/0684.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0684_mel.npy	120.34089583333332
1311	WavText5K	Censorship	/home/tiger/nfs/data/old_data/WavText5K/audios/1311.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1311_mel.npy	10.0
0600	WavText5K	Acceleration of an Aston Martin.	/home/tiger/nfs/data/old_data/WavText5K/audios/0600.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0600_mel.npy	6.496520833333333
0564	WavText5K	SNCF Jingle	/home/tiger/nfs/data/old_data/WavText5K/audios/0564.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0564_mel.npy	2.175583333333333
1313	WavText5K	Message sent	/home/tiger/nfs/data/old_data/WavText5K/audios/1313.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1313_mel.npy	0.4646458333333333
1795	WavText5K	Whoosh made with a long rope.	/home/tiger/nfs/data/old_data/WavText5K/audios/1795.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1795_mel.npy	0.9136041666666668
1286	WavText5K	Car on a road	/home/tiger/nfs/data/old_data/WavText5K/audios/1286.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1286_mel.npy	70.5846875
0908	WavText5K	Sound of wind in the tall grass of a field.	/home/tiger/nfs/data/old_data/WavText5K/audios/0908.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0908_mel.npy	85.10679166666667
1074	WavText5K	31 bubbles bursting. Sound effect made with the mouth.	/home/tiger/nfs/data/old_data/WavText5K/audios/1074.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1074_mel.npy	40.11125
1703	WavText5K	Opening of a Parisian apartment door. Grinding.	/home/tiger/nfs/data/old_data/WavText5K/audios/1703.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1703_mel.npy	4.087625
0375	WavText5K	Phone ring 5	/home/tiger/nfs/data/old_data/WavText5K/audios/0375.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0375_mel.npy	7.114270833333333
1662	WavText5K	Howling of a girl of 4 years and a half.	/home/tiger/nfs/data/old_data/WavText5K/audios/1662.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1662_mel.npy	2.677291666666666
1103	WavText5K	A man out of breath after a few sports exercises. Can be looped.	/home/tiger/nfs/data/old_data/WavText5K/audios/1103.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1103_mel.npy	23.94275
0448	WavText5K	iPhone - Camera	/home/tiger/nfs/data/old_data/WavText5K/audios/0448.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0448_mel.npy	3.8254375
0452	WavText5K	Marimba Ringtone - iPhone	/home/tiger/nfs/data/old_data/WavText5K/audios/0452.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0452_mel.npy	7.499708333333333
0124	WavText5K	Heavy rain. A thunderstorm at the end	/home/tiger/nfs/data/old_data/WavText5K/audios/0124.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0124_mel.npy	42.77115646258503
1072	WavText5K	School playground during a football match.	/home/tiger/nfs/data/old_data/WavText5K/audios/1072.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1072_mel.npy	502.2496041666666
1796	WavText5K	Whoosh made with a long rope.	/home/tiger/nfs/data/old_data/WavText5K/audios/1796.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1796_mel.npy	1.0361875
1046	WavText5K	Small waves facing the ocean	/home/tiger/nfs/data/old_data/WavText5K/audios/1046.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1046_mel.npy	137.57597916666666
0283	WavText5K	Rooster song	/home/tiger/nfs/data/old_data/WavText5K/audios/0283.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0283_mel.npy	2.2813151927437643
2029	WavText5K	Two-tone siren of the French Gendarmerie. Doppler-Fizeau effect of a passage from left to right, made by computer. No engine noise, it's up to you to choose the noise of your vehicle according to your project.	/home/tiger/nfs/data/old_data/WavText5K/audios/2029.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2029_mel.npy	21.0
0376	WavText5K	Footsteps, shoe on parquet	/home/tiger/nfs/data/old_data/WavText5K/audios/0376.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0376_mel.npy	33.028979166666666
0081	WavText5K	Paris apartment. The first floor. Open window. Before crossing a boulevard (acceleration and braking of vehicles)	/home/tiger/nfs/data/old_data/WavText5K/audios/0081.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0081_mel.npy	243.31131519274376
1501	WavText5K	Interior door slamming with a draft.	/home/tiger/nfs/data/old_data/WavText5K/audios/1501.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1501_mel.npy	0.9198333333333332
0261	WavText5K	Horn used by cruise ships	/home/tiger/nfs/data/old_data/WavText5K/audios/0261.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0261_mel.npy	8.526439909297052
1023	WavText5K	A distant explosion of an agricultural gun designed to frighten birds.	/home/tiger/nfs/data/old_data/WavText5K/audios/1023.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1023_mel.npy	4.5320625
1859	WavText5K	Evening birds	/home/tiger/nfs/data/old_data/WavText5K/audios/1859.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1859_mel.npy	236.29204166666668
0135	WavText5K	Church bell. Some birdsong very low. 6 hours	/home/tiger/nfs/data/old_data/WavText5K/audios/0135.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0135_mel.npy	17.41875283446712
0148	WavText5K	Glass burst	/home/tiger/nfs/data/old_data/WavText5K/audios/0148.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0148_mel.npy	1.8140362811791384
0221	WavText5K	Pencil	/home/tiger/nfs/data/old_data/WavText5K/audios/0221.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0221_mel.npy	32.55825396825397
0514	WavText5K	Footsteps, shoe on concrete	/home/tiger/nfs/data/old_data/WavText5K/audios/0514.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0514_mel.npy	10.0080625
1843	WavText5K	A human is running in the tall grass.	/home/tiger/nfs/data/old_data/WavText5K/audios/1843.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1843_mel.npy	19.873875
0001	WavText5K	Dial phone	/home/tiger/nfs/data/old_data/WavText5K/audios/0001.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0001_mel.npy	26.59655328798186
0258	WavText5K	Car horn noise recently.	/home/tiger/nfs/data/old_data/WavText5K/audios/0258.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0258_mel.npy	1.6070975056689345
1735	WavText5K	A simple click of the Raspberry Pi computer mouse.	/home/tiger/nfs/data/old_data/WavText5K/audios/1735.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1735_mel.npy	0.4742708333333333
0987	WavText5K	A big branching fire.	/home/tiger/nfs/data/old_data/WavText5K/audios/0987.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0987_mel.npy	38.3921875
1526	WavText5K	Opening and closing a Peugeot 107 door. Sound outside the car.	/home/tiger/nfs/data/old_data/WavText5K/audios/1526.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1526_mel.npy	3.8294375
1801	WavText5K	Whoosh made with a metal tube.	/home/tiger/nfs/data/old_data/WavText5K/audios/1801.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1801_mel.npy	0.8052291666666667
2479	WavText5K	Applause concert bar	/home/tiger/nfs/data/old_data/WavText5K/audios/2479.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2479_mel.npy	6.459770833333334
1521	WavText5K	Big splash of a big stone thrown in a big water tank.	/home/tiger/nfs/data/old_data/WavText5K/audios/1521.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1521_mel.npy	4.095583333333333
0166	WavText5K	Footsteps in heels (x9).	/home/tiger/nfs/data/old_data/WavText5K/audios/0166.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0166_mel.npy	5.955918367346939
2137	WavText5K	Four beats per second of a stopwatch. Easy to loop.	/home/tiger/nfs/data/old_data/WavText5K/audios/2137.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2137_mel.npy	11.0
2402	WavText5K	A snare drum roll. Made with HALion Sonic SE, on Cubase.	/home/tiger/nfs/data/old_data/WavText5K/audios/2402.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2402_mel.npy	5.0
1699	WavText5K	Ouverture Ringtone - iPhone	/home/tiger/nfs/data/old_data/WavText5K/audios/1699.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1699_mel.npy	30.00102083333333
1906	WavText5K	Birds waking	/home/tiger/nfs/data/old_data/WavText5K/audios/1906.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1906_mel.npy	377.8342916666667
2365	WavText5K	Doorbell of a house entrance.	/home/tiger/nfs/data/old_data/WavText5K/audios/2365.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2365_mel.npy	6.84
1388	WavText5K	Sound of a tinnitus, as after an explosion.	/home/tiger/nfs/data/old_data/WavText5K/audios/1388.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1388_mel.npy	28.0
0007	WavText5K	Clock: tick and tack (x9)	/home/tiger/nfs/data/old_data/WavText5K/audios/0007.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0007_mel.npy	9.0
0863	WavText5K	One horse neighing.	/home/tiger/nfs/data/old_data/WavText5K/audios/0863.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0863_mel.npy	3.0884375
1616	WavText5K	Telephone beep of an answering machine. This is a sound wave of 825 Hz sinusoidal frequency. This sound is easy to loop.	/home/tiger/nfs/data/old_data/WavText5K/audios/1616.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1616_mel.npy	0.4796458333333333
1037	WavText5K	White noise	/home/tiger/nfs/data/old_data/WavText5K/audios/1037.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1037_mel.npy	299.9822291666667
0302	WavText5K	Creaking door	/home/tiger/nfs/data/old_data/WavText5K/audios/0302.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0302_mel.npy	1.2405668934240364
2361	WavText5K	Argh of a man, like cry of pain.	/home/tiger/nfs/data/old_data/WavText5K/audios/2361.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2361_mel.npy	0.6036666666666667
1799	WavText5K	Whoosh made with a wooden sheet.	/home/tiger/nfs/data/old_data/WavText5K/audios/1799.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1799_mel.npy	0.5166041666666666
0432	WavText5K	Pink Noise	/home/tiger/nfs/data/old_data/WavText5K/audios/0432.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0432_mel.npy	19.126802721088435
0904	WavText5K	The microphones are directed to the sky, to the trees in the forest of Rambouiller (France).	/home/tiger/nfs/data/old_data/WavText5K/audios/0904.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0904_mel.npy	218.4411458333333
2370	WavText5K	Squealing of 4 car tires.	/home/tiger/nfs/data/old_data/WavText5K/audios/2370.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2370_mel.npy	2.0588125
1901	WavText5K	A meowing cat.	/home/tiger/nfs/data/old_data/WavText5K/audios/1901.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1901_mel.npy	8.935145833333333
1930	WavText5K	Fast beating heart.	/home/tiger/nfs/data/old_data/WavText5K/audios/1930.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1930_mel.npy	39.5765
2452	WavText5K	A man falling on a tiled floor, indoors. Thanks to Kellian F. and Yoann B.	/home/tiger/nfs/data/old_data/WavText5K/audios/2452.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2452_mel.npy	1.5204375
0129	WavText5K	Sword	/home/tiger/nfs/data/old_data/WavText5K/audios/0129.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0129_mel.npy	0.9665759637188208
1010	WavText5K	Purring of a cat.	/home/tiger/nfs/data/old_data/WavText5K/audios/1010.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1010_mel.npy	91.35472916666669
0237	WavText5K	Teens who shout Yeah and applauding.	/home/tiger/nfs/data/old_data/WavText5K/audios/0237.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0237_mel.npy	5.479909297052155
0170	WavText5K	13 snoring of a sleeping man. Easily loopable.	/home/tiger/nfs/data/old_data/WavText5K/audios/0170.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0170_mel.npy	49.77022675736961
0288	WavText5K	barking dogs.	/home/tiger/nfs/data/old_data/WavText5K/audios/0288.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0288_mel.npy	7.500045351473923
1319	WavText5K	Running on concrete.	/home/tiger/nfs/data/old_data/WavText5K/audios/1319.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1319_mel.npy	38.45902083333333
0526	WavText5K	Pedestrian place	/home/tiger/nfs/data/old_data/WavText5K/audios/0526.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0526_mel.npy	94.37089583333334
1065	WavText5K	Several keystrokes and space bar of a mechanical typewriter.	/home/tiger/nfs/data/old_data/WavText5K/audios/1065.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1065_mel.npy	24.6994375
0035	WavText5K	Electronic alarm signal	/home/tiger/nfs/data/old_data/WavText5K/audios/0035.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0035_mel.npy	21.900725623582765
0905	WavText5K	Forest atmosphere recorded near woods. Birds, wind, noise, etc.	/home/tiger/nfs/data/old_data/WavText5K/audios/0905.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0905_mel.npy	360.07891666666666
0397	WavText5K	One shot of Winchester Magnum XTR model	/home/tiger/nfs/data/old_data/WavText5K/audios/0397.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0397_mel.npy	3.1605668934240363
0611	WavText5K	Horse gallop	/home/tiger/nfs/data/old_data/WavText5K/audios/0611.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0611_mel.npy	12.914770833333334
0228	WavText5K	Hiss of steam train.	/home/tiger/nfs/data/old_data/WavText5K/audios/0228.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0228_mel.npy	7.74358276643991
0233	WavText5K	Crying baby.	/home/tiger/nfs/data/old_data/WavText5K/audios/0233.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0233_mel.npy	131.0810657596372
0292	WavText5K	Small bell.	/home/tiger/nfs/data/old_data/WavText5K/audios/0292.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0292_mel.npy	5.630839002267574
0313	WavText5K	Crackling by radio. When switching from one radio channel to another.	/home/tiger/nfs/data/old_data/WavText5K/audios/0313.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0313_mel.npy	3.7977777777777777
0165	WavText5K	Man footsteps on the wooden floor (x13)	/home/tiger/nfs/data/old_data/WavText5K/audios/0165.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0165_mel.npy	8.646485260770975
1764	WavText5K	Tawny owl	/home/tiger/nfs/data/old_data/WavText5K/audios/1764.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1764_mel.npy	7.915583333333333
1417	WavText5K	Beep that we hear at a supermarket checkout. It is a square wave of frequency 860 Hz.	/home/tiger/nfs/data/old_data/WavText5K/audios/1417.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1417_mel.npy	0.2
0433	WavText5K	The drum fill for when somebody tells a joke in a stand-up comic or a show.	/home/tiger/nfs/data/old_data/WavText5K/audios/0433.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0433_mel.npy	4.937482993197279
0480	WavText5K	Atmosphere of a small coffee I made while filming a short film.	/home/tiger/nfs/data/old_data/WavText5K/audios/0480.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0480_mel.npy	94.02267573696145
0276	WavText5K	Several cries of ducks.	/home/tiger/nfs/data/old_data/WavText5K/audios/0276.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0276_mel.npy	21.717777777777776
1614	WavText5K	Telephone tone when the phone rings in Europe. This is a sound wave frequency of 440 Hz sinusoidal. This sound is easy to loop.	/home/tiger/nfs/data/old_data/WavText5K/audios/1614.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1614_mel.npy	39.993833333333335
0920	WavText5K	Slipped up on a glockenspiel.	/home/tiger/nfs/data/old_data/WavText5K/audios/0920.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0920_mel.npy	19.458041666666663
2478	WavText5K	Passage of small propeller plane	/home/tiger/nfs/data/old_data/WavText5K/audios/2478.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2478_mel.npy	16.0
0510	WavText5K	Footsteps on gravels 1	/home/tiger/nfs/data/old_data/WavText5K/audios/0510.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0510_mel.npy	9.962125
1162	WavText5K	I whistle an improvised melody outside.	/home/tiger/nfs/data/old_data/WavText5K/audios/1162.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1162_mel.npy	77.9429375
0128	WavText5K	Sword through the air	/home/tiger/nfs/data/old_data/WavText5K/audios/0128.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0128_mel.npy	0.4631292517006802
0680	WavText5K	Soundscape taken at 1 am in Paris at the second floor balcony of an apartment. Place Saint Augustin.	/home/tiger/nfs/data/old_data/WavText5K/audios/0680.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0680_mel.npy	80.82558333333333
0187	WavText5K	Car (arrival, stop, departure)	/home/tiger/nfs/data/old_data/WavText5K/audios/0187.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0187_mel.npy	41.08891156462585
1020	WavText5K	Singing a field cricket. Present in France, the field cricket digs a hole in the sunny plains and sings to seduce the female.	/home/tiger/nfs/data/old_data/WavText5K/audios/1020.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1020_mel.npy	36.763645833333335
2284	WavText5K	Sound of a harp imitating the bounce in a cartoon.	/home/tiger/nfs/data/old_data/WavText5K/audios/2284.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2284_mel.npy	1.1989791666666667
0840	WavText5K	Flight of a pigeon from a tree branch.	/home/tiger/nfs/data/old_data/WavText5K/audios/0840.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0840_mel.npy	2.2026666666666666
0291	WavText5K	Motor car : accelerations	/home/tiger/nfs/data/old_data/WavText5K/audios/0291.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0291_mel.npy	6.505600907029479
0546	WavText5K	Cow moos	/home/tiger/nfs/data/old_data/WavText5K/audios/0546.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0546_mel.npy	14.291770833333333
2249	WavText5K	Alarme d'incendie que l'on retrouve généralement dans les collectivités (Lycées, collèges, centres, etc.). Same sound as #0268 and #2250, but longer. Difficult to loop.	/home/tiger/nfs/data/old_data/WavText5K/audios/2249.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2249_mel.npy	39.536229166666665
1704	WavText5K	Closing of a Parisian apartment door. Grinding.	/home/tiger/nfs/data/old_data/WavText5K/audios/1704.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1704_mel.npy	3.828458333333333
0475	WavText5K	Laugh of a man	/home/tiger/nfs/data/old_data/WavText5K/audios/0475.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0475_mel.npy	4.362448979591837
1880	WavText5K	Country soundscape in the evening, in a meadow. Field crickets, rare frogs. Recorded on May 5, 2020 around 10 p.m., in France.	/home/tiger/nfs/data/old_data/WavText5K/audios/1880.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1880_mel.npy	299.1022291666667
0236	WavText5K	Teens who shout Yeah and applauding.	/home/tiger/nfs/data/old_data/WavText5K/audios/0236.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0236_mel.npy	4.183197278911565
0241	WavText5K	Flatulence.	/home/tiger/nfs/data/old_data/WavText5K/audios/0241.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0241_mel.npy	0.2396371882086168
1082	WavText5K	Many children play in a Parisian park, Place des Etats-Unis.	/home/tiger/nfs/data/old_data/WavText5K/audios/1082.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1082_mel.npy	145.56429166666666
2547	WavText5K	LP turntable. Crunches.	/home/tiger/nfs/data/old_data/WavText5K/audios/2547.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/2547_mel.npy	17.915645833333333
0183	WavText5K	Water bubble 2	/home/tiger/nfs/data/old_data/WavText5K/audios/0183.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0183_mel.npy	18.327301587301587
0155	WavText5K	Whistling of the wind	/home/tiger/nfs/data/old_data/WavText5K/audios/0155.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0155_mel.npy	43.236439909297054
1464	WavText5K	Horn of a French ambulance. Sound recording outdoors, without engine noise.	/home/tiger/nfs/data/old_data/WavText5K/audios/1464.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1464_mel.npy	8.104854166666666
0011	WavText5K	Digital SLR camera (Nikon D70s): development and release (x2)	/home/tiger/nfs/data/old_data/WavText5K/audios/0011.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/0011_mel.npy	4.712925170068028
1405	WavText5K	A man who sighs through his mouth.	/home/tiger/nfs/data/old_data/WavText5K/audios/1405.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/WavText5K/audios/1405_mel.npy	5.4354375
