name	dataset	caption	audio_path	mel_path	duration
1226214.wav	audiostock	Car, vehicle (Car) running, running sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1226214.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1226214_mel.npy	8.24
1154365.wav	audiostock	Pyun (laser production, etc.) S3-4	/home/tiger/nfs/data/old_data/Audiostock/audios/1154365.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1154365_mel.npy	1.495
115558.wav	audiostock	Impact	/home/tiger/nfs/data/old_data/Audiostock/audios/115558.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/115558_mel.npy	3.073
1140882.wav	audiostock	PC typing keyboard Kacha	/home/tiger/nfs/data/old_data/Audiostock/audios/1140882.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1140882_mel.npy	1.495
158895.wav	audiostock	A heartwarming jingle characterized by the sound of a xylophone	/home/tiger/nfs/data/old_data/Audiostock/audios/158895.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/158895_mel.npy	5.6250625
148228.wav	audiostock	Clean guitar scene change CM in	/home/tiger/nfs/data/old_data/Audiostock/audios/148228.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/148228_mel.npy	6.197375
1242442.wav	audiostock	Pyrroline (get items, change scenes)	/home/tiger/nfs/data/old_data/Audiostock/audios/1242442.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1242442_mel.npy	6.6505
918024.wav	audiostock	Zune (sound that decides something from choices)	/home/tiger/nfs/data/old_data/Audiostock/audios/918024.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/918024_mel.npy	2.5495625
105684.wav	audiostock	Magic 12 (recovery, light, defense, auxiliary system)	/home/tiger/nfs/data/old_data/Audiostock/audios/105684.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/105684_mel.npy	2.86675
900046.wav	audiostock	The sound of gentle ocean waves	/home/tiger/nfs/data/old_data/Audiostock/audios/900046.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/900046_mel.npy	30.8411875
1246355.wav	audiostock	Wow (monster barks)	/home/tiger/nfs/data/old_data/Audiostock/audios/1246355.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1246355_mel.npy	2.608125
1138203.wav	audiostock	Enter / click / select sound / UI (picon)	/home/tiger/nfs/data/old_data/Audiostock/audios/1138203.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1138203_mel.npy	1.495
1085581.wav	audiostock	Creepy Clock Spirit Photography Urban Legend Horror 1 o'clock	/home/tiger/nfs/data/old_data/Audiostock/audios/1085581.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1085581_mel.npy	2.0
1272367.wav	audiostock	Menu / Operation / App / Select / Tap	/home/tiger/nfs/data/old_data/Audiostock/audios/1272367.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1272367_mel.npy	1.946
1152758.wav	audiostock	Explosion Dawn, deep bass collapse	/home/tiger/nfs/data/old_data/Audiostock/audios/1152758.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1152758_mel.npy	4.25
1270759.wav	audiostock	Dokan (sound when hitting)	/home/tiger/nfs/data/old_data/Audiostock/audios/1270759.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1270759_mel.npy	7.5
1155900.wav	audiostock	Loopable noise that is effective for LoFi production	/home/tiger/nfs/data/old_data/Audiostock/audios/1155900.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1155900_mel.npy	60.0
1235825.wav	audiostock	steering wheel down inside 2	/home/tiger/nfs/data/old_data/Audiostock/audios/1235825.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1235825_mel.npy	1.495
1147006.wav	audiostock	Pip selection sound A4, spatial	/home/tiger/nfs/data/old_data/Audiostock/audios/1147006.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1147006_mel.npy	1.495
1250836.wav	audiostock	quadcopter battery insert 3	/home/tiger/nfs/data/old_data/Audiostock/audios/1250836.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1250836_mel.npy	1.495
1087197.wav	audiostock	Suspense High Keane Psychological / Glowing Sound 5	/home/tiger/nfs/data/old_data/Audiostock/audios/1087197.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1087197_mel.npy	9.5146875
1153889.wav	audiostock	"Shamisen and drum called ""Beben"""	/home/tiger/nfs/data/old_data/Audiostock/audios/1153889.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1153889_mel.npy	3.15
1191897.wav	audiostock	Tandrum scene change sound (descending)	/home/tiger/nfs/data/old_data/Audiostock/audios/1191897.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1191897_mel.npy	7.58625
54897.wav	audiostock	Attack Punch Kick	/home/tiger/nfs/data/old_data/Audiostock/audios/54897.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/54897_mel.npy	5.80025
139391.wav	audiostock	Pico (select sound of games, apps, etc.)	/home/tiger/nfs/data/old_data/Audiostock/audios/139391.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/139391_mel.npy	1.495
1116784.wav	audiostock	Rubber stopper chain 01	/home/tiger/nfs/data/old_data/Audiostock/audios/1116784.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1116784_mel.npy	1.495
1145001.wav	audiostock	Lighter [Turn on and extinguish]	/home/tiger/nfs/data/old_data/Audiostock/audios/1145001.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1145001_mel.npy	2.6
1235846.wav	audiostock	trunk close outside 4	/home/tiger/nfs/data/old_data/Audiostock/audios/1235846.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1235846_mel.npy	1.495
1255671.wav	audiostock	Lighting switch box locker 01-16	/home/tiger/nfs/data/old_data/Audiostock/audios/1255671.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1255671_mel.npy	1.801625
823739.wav	audiostock	[Live recording] Fishing, reeling 10	/home/tiger/nfs/data/old_data/Audiostock/audios/823739.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/823739_mel.npy	5.6254375
1132254.wav	audiostock	Joki (sound of cutting with scissors)	/home/tiger/nfs/data/old_data/Audiostock/audios/1132254.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1132254_mel.npy	1.495
1173192.wav	audiostock	UFO Appearance_1	/home/tiger/nfs/data/old_data/Audiostock/audios/1173192.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1173192_mel.npy	2.1250625
1230411.wav	audiostock	Onomatopoeia button Pochi 03-1 (high)	/home/tiger/nfs/data/old_data/Audiostock/audios/1230411.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1230411_mel.npy	1.83925
1120539.wav	audiostock	Closet close 04	/home/tiger/nfs/data/old_data/Audiostock/audios/1120539.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1120539_mel.npy	2.498
874128.wav	audiostock	Jingle when happy	/home/tiger/nfs/data/old_data/Audiostock/audios/874128.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/874128_mel.npy	4.0055625
958784.wav	audiostock	Bukubuku (in the water, the sound of bubbles)	/home/tiger/nfs/data/old_data/Audiostock/audios/958784.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/958784_mel.npy	7.5
1247615.wav	audiostock	Inspiration Mysterious Peace Light	/home/tiger/nfs/data/old_data/Audiostock/audios/1247615.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1247615_mel.npy	6.1500625
150019.wav	audiostock	Click, click sound (single)	/home/tiger/nfs/data/old_data/Audiostock/audios/150019.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/150019_mel.npy	2.0
1099280.wav	audiostock	Wooche Swish swing wind noise	/home/tiger/nfs/data/old_data/Audiostock/audios/1099280.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1099280_mel.npy	1.495
1160310.wav	audiostock	Falling sound of coins	/home/tiger/nfs/data/old_data/Audiostock/audios/1160310.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1160310_mel.npy	1.495
1240696.wav	audiostock	Decision sound (on the game app button)	/home/tiger/nfs/data/old_data/Audiostock/audios/1240696.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1240696_mel.npy	1.5
1190615.wav	audiostock	The sound of a car crossing right side front → rear 1	/home/tiger/nfs/data/old_data/Audiostock/audios/1190615.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1190615_mel.npy	14.0743125
115560.wav	audiostock	Japanese style _ scene development	/home/tiger/nfs/data/old_data/Audiostock/audios/115560.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/115560_mel.npy	3.0
1154337.wav	audiostock	Sound of construction machine 2	/home/tiger/nfs/data/old_data/Audiostock/audios/1154337.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1154337_mel.npy	28.56425
1249689.wav	audiostock	Decision sound (game application menu screen)	/home/tiger/nfs/data/old_data/Audiostock/audios/1249689.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1249689_mel.npy	1.5
104539.wav	audiostock	A passenger plane takes off from the runway (from the runway)	/home/tiger/nfs/data/old_data/Audiostock/audios/104539.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/104539_mel.npy	23.5095
1239046.wav	audiostock	Dokan (magic attack / beam)	/home/tiger/nfs/data/old_data/Audiostock/audios/1239046.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1239046_mel.npy	12.0
1119255.wav	audiostock	March middle-style drum pattern (late)	/home/tiger/nfs/data/old_data/Audiostock/audios/1119255.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1119255_mel.npy	9.2995625
1091642.wav	audiostock	Pon! Pop UI sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1091642.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1091642_mel.npy	1.495
148545.wav	audiostock	Japanese style impact jingle with drum and shakuhachi! 11	/home/tiger/nfs/data/old_data/Audiostock/audios/148545.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/148545_mel.npy	4.535
1154361.wav	audiostock	Pyun (laser production, etc.) S5-7	/home/tiger/nfs/data/old_data/Audiostock/audios/1154361.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1154361_mel.npy	1.495
1255554.wav	audiostock	Lighting switch wide panel 02-12 (c)	/home/tiger/nfs/data/old_data/Audiostock/audios/1255554.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1255554_mel.npy	1.9311875
1002601.wav	audiostock	Switch electronic switch / UI / User Interface	/home/tiger/nfs/data/old_data/Audiostock/audios/1002601.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1002601_mel.npy	2.2995625
1226726.wav	audiostock	[Environmental sound] Rain sound: Rain shelter at the eaves	/home/tiger/nfs/data/old_data/Audiostock/audios/1226726.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1226726_mel.npy	105.0373125
1203180.wav	audiostock	Keyword: Air buffer material Pillow type	/home/tiger/nfs/data/old_data/Audiostock/audios/1203180.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1203180_mel.npy	1.7868125
1250952.wav	audiostock	quadcopter pass by fast outside	/home/tiger/nfs/data/old_data/Audiostock/audios/1250952.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1250952_mel.npy	14.80075
857873.wav	audiostock	Shakuhachi live performance Classic style # 16	/home/tiger/nfs/data/old_data/Audiostock/audios/857873.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/857873_mel.npy	8.8426875
1240993.wav	audiostock	Impactful count start sound effect	/home/tiger/nfs/data/old_data/Audiostock/audios/1240993.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1240993_mel.npy	6.409125
1135580.wav	audiostock	The sound of hitting an acoustic guitar string	/home/tiger/nfs/data/old_data/Audiostock/audios/1135580.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1135580_mel.npy	3.0
1138208.wav	audiostock	Enter / click / select sound / UI (picon)	/home/tiger/nfs/data/old_data/Audiostock/audios/1138208.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1138208_mel.npy	1.495
60330.wav	audiostock	Fire magic (Bow!)	/home/tiger/nfs/data/old_data/Audiostock/audios/60330.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/60330_mel.npy	1.6206875
1210792.wav	audiostock	Ping pong! Quiz Correct Answer Successful Button	/home/tiger/nfs/data/old_data/Audiostock/audios/1210792.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1210792_mel.npy	1.5
1087695.wav	audiostock	Simple, short and cute scene change / notification sound 7	/home/tiger/nfs/data/old_data/Audiostock/audios/1087695.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1087695_mel.npy	3.2506875
1169095.wav	audiostock	Charge beam rifle	/home/tiger/nfs/data/old_data/Audiostock/audios/1169095.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1169095_mel.npy	3.6666875
823847.wav	audiostock	RPG system magic casting image sound 02	/home/tiger/nfs/data/old_data/Audiostock/audios/823847.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/823847_mel.npy	9.6930625
1116505.wav	audiostock	Ascension, ecstasy, sound of heaven 01	/home/tiger/nfs/data/old_data/Audiostock/audios/1116505.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1116505_mel.npy	8.0
1225148.wav	audiostock	Water faucet	/home/tiger/nfs/data/old_data/Audiostock/audios/1225148.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1225148_mel.npy	5.1
1262945.wav	audiostock	Yakushima: The sound of waves pulling closer	/home/tiger/nfs/data/old_data/Audiostock/audios/1262945.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1262945_mel.npy	990.157875
1242452.wav	audiostock	Pyrroline (get items, change scenes)	/home/tiger/nfs/data/old_data/Audiostock/audios/1242452.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1242452_mel.npy	6.6505
1235748.wav	audiostock	radio button scroll inside 1	/home/tiger/nfs/data/old_data/Audiostock/audios/1235748.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1235748_mel.npy	1.495
20118.wav	audiostock	Ponkkiran	/home/tiger/nfs/data/old_data/Audiostock/audios/20118.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/20118_mel.npy	1.6206875
1089304.wav	audiostock	【Japanese nature sound 】Field Recording Crow bark 4 Scary voice (car car) Sound location: Nara Prefecture 	/home/tiger/nfs/data/old_data/Audiostock/audios/1089304.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1089304_mel.npy	6.0155625
1205065.wav	audiostock	Company / Sound Logo / Title / Education / Health	/home/tiger/nfs/data/old_data/Audiostock/audios/1205065.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1205065_mel.npy	4.5
1214094.wav	audiostock	sound of metal trays rubbing against each other	/home/tiger/nfs/data/old_data/Audiostock/audios/1214094.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1214094_mel.npy	13.9835625
1099406.wav	audiostock	Breakout sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1099406.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1099406_mel.npy	1.495
1087617.wav	audiostock	[Loop] Time signal B (Po, Po, Po, Po / 1 minute)	/home/tiger/nfs/data/old_data/Audiostock/audios/1087617.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1087617_mel.npy	60.0
1260576.wav	audiostock	Pyrroline (button, get item)	/home/tiger/nfs/data/old_data/Audiostock/audios/1260576.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1260576_mel.npy	3.187625
1207437.wav	audiostock	Cute eye-catching, telop, scene change	/home/tiger/nfs/data/old_data/Audiostock/audios/1207437.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1207437_mel.npy	1.495
1156026.wav	audiostock	Glittering bell sound fanfare	/home/tiger/nfs/data/old_data/Audiostock/audios/1156026.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1156026_mel.npy	4.6154375
806498.wav	audiostock	The sound of continuous spraying	/home/tiger/nfs/data/old_data/Audiostock/audios/806498.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/806498_mel.npy	2.4
153529.wav	audiostock	Simple ping pong chimp	/home/tiger/nfs/data/old_data/Audiostock/audios/153529.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/153529_mel.npy	9.347
1188341.wav	audiostock	Bike kick sound single shot	/home/tiger/nfs/data/old_data/Audiostock/audios/1188341.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1188341_mel.npy	1.495
1020955.wav	audiostock	Jarin! !! Pleasantly reverberating sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1020955.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1020955_mel.npy	2.0
1204469.wav	audiostock	Enter / click / select sound / UI	/home/tiger/nfs/data/old_data/Audiostock/audios/1204469.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1204469_mel.npy	1.495
1140351.wav	audiostock	Lid 13	/home/tiger/nfs/data/old_data/Audiostock/audios/1140351.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1140351_mel.npy	1.5041875
1187934.wav	audiostock	Gasine of robots and heavy machinery, Gachan	/home/tiger/nfs/data/old_data/Audiostock/audios/1187934.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1187934_mel.npy	5.4
1173423.wav	audiostock	Enter / click / select sound / UI (chuck)	/home/tiger/nfs/data/old_data/Audiostock/audios/1173423.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1173423_mel.npy	1.495
823233.wav	audiostock	Sound of sword / sword hit_3	/home/tiger/nfs/data/old_data/Audiostock/audios/823233.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/823233_mel.npy	3.2515
1091608.wav	audiostock	Picone! Pop and positive impression sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1091608.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1091608_mel.npy	1.6613125
1088934.wav	audiostock	Touch the vinyl Catch the trash Throw away _01	/home/tiger/nfs/data/old_data/Audiostock/audios/1088934.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1088934_mel.npy	7.040875
1123197.wav	audiostock	Down note Pitch: A09 Length: 500ms	/home/tiger/nfs/data/old_data/Audiostock/audios/1123197.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1123197_mel.npy	1.495
139389.wav	audiostock	Pico (select sound of games, apps, etc.)	/home/tiger/nfs/data/old_data/Audiostock/audios/139389.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/139389_mel.npy	1.495
1004636.wav	audiostock	Display caption / telop_001	/home/tiger/nfs/data/old_data/Audiostock/audios/1004636.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1004636_mel.npy	5.506625
1273377.wav	audiostock	Japanese style jingle fanfare click sound	/home/tiger/nfs/data/old_data/Audiostock/audios/1273377.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1273377_mel.npy	5.0
1227844.wav	audiostock	"Vocoder Voice Jingle ""Awesome"""	/home/tiger/nfs/data/old_data/Audiostock/audios/1227844.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1227844_mel.npy	1.495
1196123.wav	audiostock	[Environmental sound] Summer forest	/home/tiger/nfs/data/old_data/Audiostock/audios/1196123.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1196123_mel.npy	30.0044375
836791.wav	audiostock	Pop-up slide-in bright SE	/home/tiger/nfs/data/old_data/Audiostock/audios/836791.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/836791_mel.npy	3.483625
115286.wav	audiostock	【Pop motion 41-3】	/home/tiger/nfs/data/old_data/Audiostock/audios/115286.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/115286_mel.npy	2.5054375
1199987.wav	audiostock	Kiran: Game / Magic / Audio f	/home/tiger/nfs/data/old_data/Audiostock/audios/1199987.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1199987_mel.npy	4.0
1088446.wav	audiostock	splat! Creepy and unpleasant sound #10	/home/tiger/nfs/data/old_data/Audiostock/audios/1088446.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1088446_mel.npy	1.495
1146289.wav	audiostock	A bell sound of the type of tapping	/home/tiger/nfs/data/old_data/Audiostock/audios/1146289.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1146289_mel.npy	1.9593125
1278878.wav	audiostock	Don Don Don Karakakka Do Don Do Don	/home/tiger/nfs/data/old_data/Audiostock/audios/1278878.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1278878_mel.npy	6.2574375
1085583.wav	audiostock	Pleasant Jingle # 1	/home/tiger/nfs/data/old_data/Audiostock/audios/1085583.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1085583_mel.npy	5.094875
1117194.wav	audiostock	Rising sound Pitch: A09 Length: 500ms	/home/tiger/nfs/data/old_data/Audiostock/audios/1117194.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1117194_mel.npy	1.495
796917.wav	audiostock	[Live recording] The sound of hitting with slippers Comedy 1	/home/tiger/nfs/data/old_data/Audiostock/audios/796917.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/796917_mel.npy	1.495
806172.wav	audiostock	Notification sound // Discovery // Information _01	/home/tiger/nfs/data/old_data/Audiostock/audios/806172.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/806172_mel.npy	2.0480625
1240737.wav	audiostock	Decision sound (on the game app button)	/home/tiger/nfs/data/old_data/Audiostock/audios/1240737.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/Audiostock/audios/1240737_mel.npy	1.5
